sale_id,sale_date,customer_id,product_id,quantity_kg,selling_price_per_kg,cost_price_per_kg,amount_paid,total_amount,profit,outstanding
615,2025-11-06,20,5,3568.1,1.24,0.69,4325.99,4424.44,1962.46,98.45
616,2025-11-07,13,5,4873.5,1.21,0.71,5840.1,5896.94,2436.75,56.84
617,2025-11-07,5,1,4003.9,4.53,3.07,16705.09,18137.67,5845.69,1432.58
618,2025-11-07,2,5,4952.3,1.16,0.71,5757.58,5744.67,2228.54,-12.91
619,2025-11-07,16,2,3540.4,3.88,2.69,6444.38,13736.75,4213.08,7292.37
620,2025-11-07,12,1,3601.6,4.52,3.16,7795.12,16279.23,4898.18,8484.11
621,2025-11-07,16,4,4408.0,2.32,1.61,3902.18,10226.56,3129.68,6324.38
622,2025-11-07,1,3,4062.1,3.52,2.53,11783.09,14298.59,4021.48,2515.5
623,2025-11-08,12,2,5439.8,3.99,2.73,6621.61,21704.8,6854.15,15083.19
624,2025-11-08,3,1,3578.7,4.84,3.04,11019.16,17320.91,6441.66,6301.75
625,2025-11-08,11,3,4854.0,3.72,2.5,12480.87,18056.88,5921.88,5576.01
626,2025-11-08,9,4,5482.8,2.27,1.6,5643.81,12445.96,3673.48,6802.15
627,2025-11-09,16,4,2426.3,2.26,1.61,2810.77,5483.44,1577.09,2672.67
628,2025-11-09,25,1,3898.1,4.66,3.17,17519.15,18165.15,5808.17,646.0
629,2025-11-09,11,3,5022.6,3.5,2.51,13934.05,17579.1,4972.37,3645.05
630,2025-11-09,21,1,4354.9,4.63,3.05,20111.65,20163.19,6880.74,51.54
631,2025-11-10,16,3,3934.9,3.82,2.57,9647.43,15031.32,4918.62,5383.89
632,2025-11-10,17,3,5472.6,3.61,2.57,8280.07,19756.09,5691.5,11476.02
633,2025-11-10,8,3,4466.1,3.63,2.49,7907.74,16211.94,5091.35,8304.2
634,2025-11-10,4,2,2858.5,3.89,2.75,10619.65,11119.56,3258.69,499.91
635,2025-11-10,18,4,4088.3,2.25,1.57,9192.57,9198.68,2780.04,6.11
636,2025-11-10,21,4,2285.6,2.36,1.6,5403.9,5394.02,1737.06,-9.88
637,2025-11-10,4,3,2080.5,3.47,2.56,7229.44,7219.34,1893.26,-10.1
638,2025-11-11,21,4,4676.3,2.4,1.63,11218.26,11223.12,3600.75,4.86
639,2025-11-11,16,1,2723.7,4.79,3.14,8544.94,13046.52,4494.1,4501.58
640,2025-11-11,9,1,5440.7,4.45,3.11,8326.82,24211.12,7290.54,15884.3
641,2025-11-11,3,4,3929.4,2.26,1.58,4569.33,8880.44,2671.99,4311.11
642,2025-11-11,14,1,6725.5,4.56,3.15,14262.8,30668.28,9482.95,16405.48
643,2025-11-11,15,6,1339.8,0.46,0.2,445.94,616.31,348.35,170.37
644,2025-11-11,22,3,922.3,3.47,2.49,1544.15,3200.38,903.85,1656.23
645,2025-11-11,14,6,6668.7,0.46,0.2,1956.08,3067.6,1733.86,1111.52
646,2025-11-12,13,4,5604.4,2.37,1.63,11132.04,13282.43,4147.26,2150.39
647,2025-11-12,18,3,258.4,3.58,2.55,806.38,925.07,266.15,118.69
648,2025-11-12,17,1,3399.4,4.66,3.04,8263.37,15841.2,5507.03,7577.83
649,2025-11-12,25,5,2721.8,1.17,0.71,2784.22,3184.51,1252.03,400.29
650,2025-11-12,20,6,6055.4,0.45,0.2,2274.77,2724.93,1513.85,450.16
651,2025-11-12,10,5,3210.6,1.15,0.69,1506.56,3692.19,1476.88,2185.63
652,2025-11-12,8,5,558.7,1.22,0.71,418.15,681.61,284.94,263.46
653,2025-11-13,2,5,3271.3,1.26,0.68,2490.39,4121.84,1897.35,1631.45
654,2025-11-13,2,6,6253.9,0.45,0.2,1238.26,2814.26,1563.48,1576.0
655,2025-11-13,7,2,3227.5,3.99,2.75,10287.84,12877.72,4002.1,2589.88
656,2025-11-13,20,2,1694.9,4.15,2.65,7038.49,7033.84,2542.35,-4.65
657,2025-11-13,23,6,7532.0,0.44,0.2,2226.62,3314.08,1807.68,1087.46
658,2025-11-13,1,3,3970.7,3.52,2.44,9479.78,13976.86,4288.36,4497.08
659,2025-11-13,4,2,1090.3,4.14,2.71,4150.23,4513.84,1559.13,363.61
660,2025-11-14,21,4,2181.3,2.22,1.6,4319.44,4842.49,1352.41,523.05
661,2025-11-14,4,4,1804.8,2.22,1.61,3836.21,4006.66,1100.93,170.45
662,2025-11-14,22,2,1507.5,4.02,2.75,3922.25,6060.15,1914.52,2137.9
663,2025-11-14,24,6,1690.1,0.44,0.19,677.54,743.64,422.52,66.1
664,2025-11-15,3,1,4067.6,4.53,3.04,12257.89,18426.23,6060.72,6168.34
665,2025-11-15,2,2,4476.1,3.95,2.67,13172.55,17680.6,5729.41,4508.05
666,2025-11-15,22,6,4327.2,0.44,0.2,1397.98,1903.97,1038.53,505.99
667,2025-11-16,24,4,6176.9,2.35,1.62,14526.3,14515.72,4509.14,-10.58
668,2025-11-16,8,4,3469.9,2.41,1.6,4008.89,8362.46,2810.62,4353.57
669,2025-11-16,14,5,2452.3,1.25,0.71,1854.36,3065.38,1324.24,1211.02
670,2025-11-17,22,1,3919.8,4.73,3.03,7605.34,18540.65,6663.66,10935.31
671,2025-11-17,4,6,3823.6,0.47,0.2,1778.63,1797.09,1032.37,18.46
672,2025-11-18,4,5,200.0,1.19,0.7,224.75,238.0,98.0,13.25
673,2025-11-18,9,2,3125.6,4.15,2.68,7288.1,12971.24,4594.63,5683.14
674,2025-11-18,5,2,2701.8,4.22,2.66,10243.0,11401.6,4214.81,1158.6
675,2025-11-18,9,1,5713.2,4.47,3.07,6204.42,25538.0,7998.48,19333.58
676,2025-11-18,19,6,3377.9,0.47,0.2,1413.78,1587.61,912.03,173.83
677,2025-11-18,6,3,1820.9,3.7,2.57,3978.56,6737.33,2057.62,2758.77
678,2025-11-18,20,4,2153.6,2.31,1.57,4970.91,4974.82,1593.66,3.91
679,2025-11-19,8,1,7068.5,4.66,3.14,18161.09,32939.21,10744.12,14778.12
680,2025-11-20,24,1,4048.1,4.61,3.15,18662.15,18661.74,5910.23,-0.41
681,2025-11-20,13,1,3976.6,4.68,3.04,16423.85,18610.49,6521.62,2186.64
682,2025-11-21,22,3,3001.9,3.74,2.56,7307.76,11227.11,3542.24,3919.35
683,2025-11-21,15,2,3886.0,4.02,2.64,8709.51,15621.72,5362.68,6912.21
684,2025-11-21,1,4,1869.1,2.43,1.56,3376.48,4541.91,1626.12,1165.43
685,2025-11-21,4,4,3341.7,2.34,1.62,7438.89,7819.58,2406.02,380.69
686,2025-11-22,8,2,2104.9,4.07,2.68,4293.26,8566.94,2925.81,4273.68
687,2025-11-22,12,2,1890.4,3.9,2.68,4598.01,7372.56,2306.29,2774.55
688,2025-11-22,16,5,3964.1,1.19,0.69,1694.07,4717.28,1982.05,3023.21
689,2025-11-22,13,6,4344.8,0.47,0.2,1633.4,2042.06,1173.1,408.66
690,2025-11-23,9,2,5400.6,3.88,2.64,9199.76,20954.33,6696.74,11754.57
691,2025-11-23,12,5,3478.2,1.17,0.7,1731.27,4069.49,1634.75,2338.22
692,2025-11-23,13,1,1999.7,4.61,3.12,8760.78,9218.62,2979.55,457.84
693,2025-11-24,7,3,3422.4,3.76,2.51,9088.77,12868.22,4278.0,3779.45
694,2025-11-24,13,1,3596.0,4.48,3.07,12979.76,16110.08,5070.36,3130.32
695,2025-11-24,8,4,5504.3,2.33,1.59,7630.03,12825.02,4073.18,5194.99
696,2025-11-24,10,6,3258.5,0.44,0.2,1270.0,1433.74,782.04,163.74
697,2025-11-24,17,6,5359.9,0.45,0.2,1467.11,2411.96,1339.98,944.85
698,2025-11-25,24,5,3507.6,1.2,0.7,4193.93,4209.12,1753.8,15.19
699,2025-11-25,17,1,4748.3,4.79,3.07,15003.21,22744.36,8167.08,7741.15
700,2025-11-25,9,6,2133.2,0.47,0.2,324.95,1002.6,575.96,677.65
701,2025-11-26,13,2,3417.2,4.21,2.72,14369.57,14386.41,5091.63,16.84
702,2025-11-26,25,4,2353.1,2.22,1.61,5227.46,5223.88,1435.39,-3.58
703,2025-11-26,10,6,6122.3,0.46,0.19,2132.22,2816.26,1653.02,684.04
704,2025-11-27,5,5,3153.7,1.17,0.7,2449.95,3689.83,1482.24,1239.88
705,2025-11-27,1,1,5735.2,4.49,3.02,15255.96,25751.05,8430.74,10495.09
706,2025-11-27,19,6,2332.3,0.47,0.2,863.91,1096.18,629.72,232.27
707,2025-11-27,17,3,2780.5,3.73,2.53,4388.98,10371.26,3336.6,5982.28
708,2025-11-27,13,5,3896.4,1.19,0.71,3800.16,4636.72,1870.27,836.56
709,2025-11-27,11,3,2035.5,3.74,2.49,7396.77,7612.77,2544.38,216.0
710,2025-11-28,3,3,3806.5,3.69,2.43,6502.47,14045.98,4796.19,7543.51
711,2025-11-28,6,1,2898.3,4.65,3.03,13083.17,13477.1,4695.25,393.93
712,2025-11-28,12,2,4303.7,4.23,2.67,6817.19,18204.65,6713.77,11387.46
713,2025-11-28,2,4,680.8,2.42,1.61,690.02,1647.54,551.45,957.52
714,2025-11-29,2,6,3117.2,0.47,0.2,1346.54,1465.08,841.64,118.54
715,2025-11-29,13,6,5994.6,0.48,0.2,2103.26,2877.41,1678.49,774.15
716,2025-11-29,7,2,2955.4,4.0,2.78,10704.25,11821.6,3605.59,1117.35
717,2025-11-29,14,2,4890.3,4.2,2.75,12379.11,20539.26,7090.94,8160.15
718,2025-11-29,11,4,4498.1,2.31,1.61,7403.83,10390.61,3148.67,2986.78
719,2025-11-29,1,2,3962.8,3.84,2.63,14710.87,15217.15,4794.99,506.28
720,2025-11-29,10,2,4019.9,4.23,2.66,11364.62,17004.18,6311.24,5639.56
721,2025-11-29,18,3,3787.2,3.7,2.43,12860.8,14012.64,4809.74,1151.84
722,2025-11-30,10,2,3821.8,4.11,2.77,7430.78,15707.6,5121.21,8276.82
723,2025-11-30,13,6,4000.8,0.47,0.2,1800.1,1880.38,1080.22,80.28
724,2025-12-01,13,2,6183.4,4.13,2.73,25515.65,25537.44,8656.76,21.79
725,2025-12-01,11,4,2460.6,2.37,1.62,4253.06,5831.62,1845.45,1578.56
726,2025-12-01,11,1,4008.4,4.57,3.02,16343.21,18318.39,6213.02,1975.18
727,2025-12-02,23,5,5101.9,1.17,0.72,3846.15,5969.22,2295.85,2123.07
728,2025-12-02,12,4,1222.4,2.39,1.61,1918.31,2921.54,953.47,1003.23
729,2025-12-02,16,1,4271.8,4.7,3.09,4911.22,20077.46,6877.6,15166.24
730,2025-12-03,6,5,2533.1,1.19,0.69,1144.66,3014.39,1266.55,1869.73
731,2025-12-03,14,6,3737.6,0.43,0.19,1516.76,1607.17,897.02,90.41
732,2025-12-03,11,3,1604.0,3.75,2.55,3314.91,6015.0,1924.8,2700.09
733,2025-12-03,22,2,4313.8,4.18,2.74,14625.15,18031.68,6211.87,3406.53
734,2025-12-04,16,3,4233.2,3.78,2.47,8003.03,16001.5,5545.49,7998.47
735,2025-12-04,11,4,5025.2,2.25,1.62,8315.23,11306.7,3165.88,2991.47
736,2025-12-04,19,2,2458.3,4.03,2.68,8221.1,9906.95,3318.71,1685.85
737,2025-12-04,24,2,4132.9,3.98,2.62,16409.8,16448.94,5620.74,39.14
738,2025-12-04,7,6,2826.4,0.46,0.19,1273.84,1300.14,763.13,26.3
739,2025-12-04,11,2,5439.6,4.12,2.78,13859.33,22411.15,7289.06,8551.82
740,2025-12-05,10,1,3528.8,4.81,3.17,6510.05,16973.53,5787.23,10463.48
741,2025-12-05,18,5,3326.2,1.19,0.72,3942.47,3958.18,1563.31,15.71
742,2025-12-05,9,1,4270.5,4.44,3.11,6841.54,18961.02,5679.77,12119.48
743,2025-12-05,19,2,2482.9,3.95,2.71,6484.87,9807.46,3078.8,3322.59
744,2025-12-06,1,5,4377.6,1.16,0.69,3245.97,5078.02,2057.47,1832.05
745,2025-12-06,1,1,5138.1,4.46,3.16,17228.68,22915.93,6679.53,5687.25
746,2025-12-07,10,5,3454.1,1.22,0.71,2726.2,4214.0,1761.59,1487.8
747,2025-12-07,17,1,6088.3,4.83,3.17,18034.36,29406.49,10106.58,11372.13
748,2025-12-08,22,1,3479.3,4.46,3.06,7840.12,15517.68,4871.02,7677.56
749,2025-12-08,22,6,4883.3,0.46,0.2,1363.28,2246.32,1269.66,883.04
750,2025-12-08,9,4,4714.0,2.33,1.58,5544.04,10983.62,3535.5,5439.58
751,2025-12-08,25,3,3340.8,3.8,2.46,11769.02,12695.04,4476.67,926.02
752,2025-12-08,11,2,4833.4,4.15,2.72,13937.81,20058.61,6911.76,6120.8
753,2025-12-08,21,2,3275.1,3.99,2.75,10882.06,13067.65,4061.12,2185.59
754,2025-12-08,5,5,1022.5,1.22,0.68,1017.29,1247.45,552.15,230.16
755,2025-12-08,22,5,3813.0,1.2,0.69,1963.23,4575.6,1944.63,2612.37
756,2025-12-09,6,6,3106.9,0.44,0.2,1055.54,1367.04,745.66,311.5
757,2025-12-09,14,3,2597.0,3.48,2.56,3449.19,9037.56,2389.24,5588.37
758,2025-12-09,10,5,5778.1,1.25,0.71,3988.59,7222.62,3120.17,3234.03
759,2025-12-09,19,6,2638.2,0.45,0.2,1039.25,1187.19,659.55,147.94
760,2025-12-09,1,5,6913.9,1.16,0.7,8031.67,8020.12,3180.39,-11.55
761,2025-12-10,6,4,3891.1,2.34,1.55,5601.89,9105.17,3073.97,3503.28
762,2025-12-10,13,5,3848.7,1.25,0.72,4544.57,4810.88,2039.81,266.31
763,2025-12-10,3,3,3355.7,3.81,2.43,9462.95,12785.22,4630.87,3322.27
764,2025-12-10,4,1,4021.2,4.64,3.1,14932.53,18658.37,6192.65,3725.84
765,2025-12-11,10,1,1843.0,4.61,3.04,5871.97,8496.23,2893.51,2624.26
766,2025-12-11,13,5,3940.8,1.18,0.71,1611.05,4650.14,1852.18,3039.09
767,2025-12-12,11,6,6106.8,0.44,0.21,1332.2,2686.99,1404.56,1354.79
768,2025-12-12,7,5,5280.3,1.16,0.69,5203.57,6125.15,2481.74,921.58
769,2025-12-12,12,1,1605.4,4.45,3.02,2406.48,7144.03,2295.72,4737.55
770,2025-12-12,3,6,4730.0,0.45,0.19,1661.52,2128.5,1229.8,466.98
771,2025-12-12,5,5,2513.8,1.24,0.72,2550.94,3117.11,1307.18,566.17
772,2025-12-12,14,5,8364.2,1.18,0.71,8559.64,9869.76,3931.17,1310.12
773,2025-12-13,5,6,4041.5,0.48,0.21,1924.42,1939.92,1091.21,15.5
774,2025-12-13,21,3,2180.1,3.71,2.57,8087.76,8088.17,2485.31,0.41
775,2025-12-13,20,4,3902.2,2.32,1.55,7853.95,9053.1,3004.69,1199.15
776,2025-12-13,4,4,2060.2,2.25,1.59,4433.47,4635.45,1359.73,201.98
777,2025-12-13,15,4,5879.2,2.26,1.63,10006.99,13286.99,3703.9,3280.0
778,2025-12-14,3,4,1108.7,2.36,1.61,1881.11,2616.53,831.52,735.42
779,2025-12-14,15,1,4638.3,4.65,3.07,15740.06,21568.1,7328.51,5828.04
780,2025-12-14,14,1,2697.8,4.8,3.11,10839.05,12949.44,4559.28,2110.39
781,2025-12-14,21,3,2577.0,3.48,2.54,8971.14,8967.96,2422.38,-3.18
782,2025-12-14,14,4,4319.5,2.24,1.59,6401.45,9675.68,2807.68,3274.23
783,2025-12-14,14,1,3242.9,4.85,3.1,11584.51,15728.06,5675.07,4143.55
784,2025-12-15,7,5,4586.2,1.22,0.7,4662.0,5595.16,2384.82,933.16
785,2025-12-15,21,5,4914.5,1.17,0.7,5770.12,5749.96,2309.82,-20.16
786,2025-12-15,11,6,6738.0,0.44,0.2,1099.4,2964.72,1617.12,1865.32
787,2025-12-15,19,6,4177.3,0.44,0.2,1488.83,1838.01,1002.55,349.18
788,2025-12-15,16,6,2874.2,0.47,0.2,271.48,1350.87,776.03,1079.39
789,2025-12-15,14,3,3958.9,3.52,2.53,11300.84,13935.33,3919.31,2634.49
790,2025-12-16,2,2,5761.6,4.22,2.78,15266.83,24313.95,8296.7,9047.12
791,2025-12-16,7,1,2782.7,4.79,3.11,13327.05,13329.13,4674.94,2.08
792,2025-12-16,5,4,3327.3,2.4,1.63,6670.31,7985.52,2562.02,1315.21
793,2025-12-16,4,4,3671.4,2.38,1.62,8743.48,8737.93,2790.26,-5.55
794,2025-12-16,2,2,3046.3,4.17,2.74,10589.38,12703.07,4356.21,2113.69
795,2025-12-16,12,6,5368.4,0.45,0.2,1160.13,2415.78,1342.1,1255.65
796,2025-12-16,10,6,3213.8,0.46,0.2,888.95,1478.35,835.59,589.4
797,2025-12-17,17,1,2471.5,4.86,3.06,5005.35,12011.49,4448.7,7006.14
798,2025-12-17,19,2,3337.5,4.01,2.78,9159.62,13383.38,4105.12,4223.76
799,2025-12-17,7,2,1564.7,4.19,2.74,6134.99,6556.09,2268.82,421.1
800,2025-12-17,9,5,7551.3,1.19,0.71,4036.93,8986.05,3624.62,4949.12
801,2025-12-18,11,4,2507.5,2.3,1.65,2709.58,5767.25,1629.87,3057.67
802,2025-12-18,10,1,3488.5,4.86,3.08,10778.55,16954.11,6209.53,6175.56
803,2025-12-18,7,6,3543.3,0.44,0.2,1219.74,1559.05,850.39,339.31
804,2025-12-18,8,5,6885.1,1.22,0.7,4925.66,8399.82,3580.25,3474.16
805,2025-12-18,3,1,6127.7,4.87,3.01,22814.96,29841.9,11397.52,7026.94
806,2025-12-18,4,2,2366.4,4.21,2.77,8418.6,9962.54,3407.62,1543.94
807,2025-12-18,23,4,1779.8,2.43,1.56,1511.18,4324.91,1548.43,2813.73
808,2025-12-19,4,6,4515.9,0.44,0.2,1733.32,1987.0,1083.82,253.68
809,2025-12-19,22,3,3283.5,3.64,2.49,9243.69,11951.94,3776.02,2708.25
810,2025-12-20,2,6,7697.8,0.46,0.2,2461.12,3540.99,2001.43,1079.87
811,2025-12-20,17,1,2382.7,4.42,3.02,4470.02,10531.53,3335.78,6061.51
812,2025-12-20,4,4,8324.0,2.24,1.57,16031.47,18645.76,5577.08,2614.29
813,2025-12-20,20,5,417.9,1.23,0.72,430.84,514.02,213.13,83.18
814,2025-12-20,13,5,2842.4,1.24,0.72,3098.17,3524.58,1478.05,426.41
815,2025-12-20,16,5,2444.5,1.2,0.72,979.92,2933.4,1173.36,1953.48
816,2025-12-20,8,1,5773.9,4.62,3.08,9273.61,26675.42,8891.81,17401.81
817,2025-12-20,5,2,2958.9,3.97,2.74,10110.69,11746.83,3639.45,1636.14
818,2025-12-21,23,6,1575.3,0.44,0.2,281.05,693.13,378.07,412.08
819,2025-12-21,7,5,5584.6,1.27,0.68,7102.32,7092.44,3294.91,-9.88
820,2025-12-21,2,3,1080.5,3.79,2.57,2865.46,4095.1,1318.21,1229.64
821,2025-12-21,16,5,4099.4,1.17,0.7,959.74,4796.3,1926.72,3836.56
822,2025-12-21,7,1,4272.4,4.82,3.09,16592.71,20592.97,7391.25,4000.26
823,2025-12-21,24,3,1110.5,3.53,2.43,3339.12,3920.06,1221.55,580.94
824,2025-12-21,22,2,3311.3,3.85,2.65,9124.59,12748.5,3973.56,3623.91
825,2025-12-22,12,2,2710.2,3.87,2.64,4739.02,10488.47,3333.55,5749.45
826,2025-12-22,5,6,2707.7,0.44,0.2,1032.44,1191.39,649.85,158.95
827,2025-12-23,12,1,2249.4,4.48,3.04,3642.53,10077.31,3239.14,6434.78
828,2025-12-23,25,4,3006.3,2.37,1.58,7135.67,7124.93,2374.98,-10.74
829,2025-12-23,6,1,2957.9,4.44,3.17,8201.86,13133.08,3756.53,4931.22
830,2025-12-23,24,6,3011.5,0.44,0.2,1326.94,1325.06,722.76,-1.88
831,2025-12-23,6,1,3715.0,4.66,3.06,13857.28,17311.9,5944.0,3454.62
832,2025-12-23,9,1,5759.7,4.85,3.13,12131.44,27934.54,9906.68,15803.1
833,2025-12-24,3,4,5536.7,2.25,1.61,6637.77,12457.58,3543.49,5819.81
834,2025-12-24,12,3,3707.3,3.56,2.55,8441.38,13197.99,3744.37,4756.61
835,2025-12-24,15,1,5983.3,4.71,3.19,23078.58,28181.34,9094.62,5102.76
836,2025-12-24,11,2,1456.6,4.23,2.76,3179.11,6161.42,2141.2,2982.31
837,2025-12-24,24,3,6438.2,3.8,2.44,21750.6,24465.16,8755.95,2714.56
838,2025-12-25,3,1,2158.6,4.79,3.07,8869.62,10339.69,3712.79,1470.07
839,2025-12-25,23,3,1306.1,3.66,2.43,3134.13,4780.33,1606.5,1646.2
840,2025-12-25,2,6,1547.7,0.45,0.2,526.06,696.46,386.92,170.4
841,2025-12-25,22,5,3901.6,1.23,0.7,2800.74,4798.97,2067.85,1998.23
842,2025-12-26,3,5,3273.4,1.27,0.68,2994.23,4157.22,1931.31,1162.99
843,2025-12-26,24,1,5182.9,4.87,3.09,17259.67,25240.72,9225.56,7981.05
844,2025-12-27,22,1,3790.4,4.54,3.1,7011.69,17208.42,5458.18,10196.73
845,2025-12-27,3,3,2709.0,3.62,2.54,5300.97,9806.58,2925.72,4505.61
846,2025-12-27,17,4,2533.7,2.32,1.61,1470.55,5878.18,1798.93,4407.63
847,2025-12-28,21,6,2535.8,0.46,0.2,1114.45,1166.47,659.31,52.02
848,2025-12-28,17,3,2389.6,3.58,2.53,2010.88,8554.77,2509.08,6543.89
849,2025-12-28,15,1,3495.8,4.53,3.02,11438.17,15835.97,5278.66,4397.8
850,2025-12-29,15,4,3845.8,2.27,1.55,5520.99,8729.97,2768.98,3208.98
851,2025-12-29,17,3,2139.8,3.64,2.5,4240.51,7788.87,2439.37,3548.36
852,2025-12-29,16,6,2339.9,0.47,0.2,596.68,1099.75,631.77,503.07
853,2025-12-29,16,3,1304.8,3.73,2.52,2576.58,4866.9,1578.81,2290.32
854,2025-12-29,22,2,3819.3,4.01,2.66,8491.31,15315.39,5156.05,6824.08
855,2025-12-29,24,1,5213.1,4.65,3.08,20241.66,24240.92,8184.57,3999.26
856,2025-12-30,6,5,3408.4,1.2,0.71,2622.39,4090.08,1670.12,1467.69
857,2025-12-30,23,4,2496.4,2.26,1.61,3853.15,5641.86,1622.66,1788.71
858,2025-12-30,17,5,1393.5,1.16,0.7,674.64,1616.46,641.01,941.82
859,2025-12-30,19,2,4980.0,4.21,2.65,18929.3,20965.8,7768.8,2036.5
860,2025-12-30,13,1,4541.0,4.72,3.12,12272.67,21433.52,7265.6,9160.85
861,2025-12-30,15,3,2391.9,3.51,2.48,5595.48,8395.57,2463.66,2800.09
862,2025-12-30,18,2,4668.5,3.91,2.72,18250.01,18253.84,5555.52,3.83
863,2025-12-31,4,3,2203.5,3.68,2.56,8113.81,8108.88,2467.92,-4.93
864,2025-12-31,3,5,4694.7,1.27,0.7,4370.82,5962.27,2675.98,1591.45
865,2025-12-31,16,6,2961.1,0.44,0.2,543.43,1302.88,710.66,759.45
866,2025-12-31,4,4,5886.8,2.22,1.61,13083.61,13068.7,3590.95,-14.91
867,2025-12-31,20,2,2291.2,4.14,2.75,9474.25,9485.57,3184.77,11.32
868,2025-12-31,12,4,7423.1,2.27,1.65,9011.14,16850.44,4602.32,7839.3
869,2026-01-01,25,2,5925.0,4.22,2.72,14895.34,25003.5,8887.5,10108.16
870,2026-01-01,5,6,4149.6,0.45,0.2,1757.14,1867.32,1037.4,110.18
871,2026-01-02,19,4,5723.7,2.28,1.63,11832.68,13050.04,3720.4,1217.36
872,2026-01-02,7,4,3317.8,2.41,1.6,5662.36,7995.9,2687.42,2333.54
873,2026-01-02,15,5,724.3,1.23,0.71,549.97,890.89,376.64,340.92
874,2026-01-02,17,2,3530.4,3.86,2.78,7719.69,13627.34,3812.83,5907.65
875,2026-01-03,23,2,2830.3,3.89,2.67,6249.87,11009.87,3452.97,4760.0
876,2026-01-03,24,6,3839.3,0.47,0.2,1678.85,1804.47,1036.61,125.62
877,2026-01-03,22,3,4580.6,3.64,2.47,7489.14,16673.38,5359.3,9184.24
878,2026-01-03,9,4,1285.7,2.41,1.56,1634.91,3098.54,1092.85,1463.63
879,2026-01-04,18,4,5408.2,2.39,1.65,12922.24,12925.6,4002.07,3.36
880,2026-01-04,17,6,2455.1,0.46,0.2,887.54,1129.35,638.33,241.81
881,2026-01-04,24,3,1859.7,3.67,2.49,6825.06,6825.1,2194.45,0.04
882,2026-01-04,2,2,1600.7,4.01,2.75,4393.76,6418.81,2016.88,2025.05
883,2026-01-05,8,6,4973.2,0.47,0.21,620.23,2337.4,1293.03,1717.17
884,2026-01-05,20,3,2253.6,3.8,2.55,8556.22,8563.68,2817.0,7.46
885,2026-01-05,8,1,4791.7,4.48,3.17,7403.79,21466.82,6277.13,14063.03
886,2026-01-05,4,5,3496.0,1.24,0.7,4321.85,4335.04,1887.84,13.19
887,2026-01-05,20,4,3136.8,2.34,1.6,7329.57,7340.11,2321.23,10.54
888,2026-01-06,4,2,4133.1,4.18,2.63,17268.41,17276.36,6406.3,7.95
889,2026-01-06,18,4,1567.8,2.3,1.65,3601.15,3605.94,1019.07,4.79
890,2026-01-06,11,1,1392.0,4.55,3.12,4672.39,6333.6,1990.56,1661.21
891,2026-01-06,19,3,304.0,3.62,2.46,1028.32,1100.48,352.64,72.16
892,2026-01-06,10,4,3688.8,2.34,1.56,4472.82,8631.79,2877.26,4158.97
893,2026-01-06,8,4,3067.7,2.41,1.58,5076.73,7393.16,2546.19,2316.43
894,2026-01-06,10,2,3699.0,4.1,2.73,8014.95,15165.9,5067.63,7150.95
895,2026-01-06,24,1,3274.5,4.64,3.03,12515.49,15193.68,5271.94,2678.19
896,2026-01-07,20,1,2410.8,4.5,3.12,10847.94,10848.6,3326.9,0.66
897,2026-01-07,20,2,5240.1,4.1,2.69,21487.62,21484.41,7388.54,-3.21
898,2026-01-07,12,2,3772.9,3.99,2.67,6555.79,15053.87,4980.23,8498.08
899,2026-01-07,11,1,4867.7,4.85,3.15,12776.23,23608.34,8275.09,10832.11
900,2026-01-07,21,1,1974.6,4.74,3.17,8347.34,9359.6,3100.12,1012.26
901,2026-01-07,24,3,200.0,3.67,2.53,695.37,734.0,228.0,38.63
902,2026-01-08,23,1,3959.3,4.7,3.09,8605.07,18608.71,6374.47,10003.64
903,2026-01-08,5,4,4196.7,2.41,1.58,8495.37,10114.05,3483.26,1618.68
904,2026-01-08,14,2,1062.3,3.93,2.73,3378.89,4174.84,1274.76,795.95
905,2026-01-08,22,5,2774.0,1.23,0.68,2539.15,3412.02,1525.7,872.87
906,2026-01-08,3,6,2754.0,0.44,0.2,953.94,1211.76,660.96,257.82
907,2026-01-08,3,2,5526.6,4.01,2.7,9089.07,22161.67,7239.85,13072.6
908,2026-01-08,6,2,4003.1,4.08,2.72,9594.12,16332.65,5444.22,6738.53
909,2026-01-09,3,2,2967.8,4.08,2.65,8093.2,12108.62,4243.95,4015.42
910,2026-01-09,14,1,1391.9,4.54,3.17,4382.65,6319.23,1906.9,1936.58
911,2026-01-09,23,6,3184.4,0.47,0.2,568.44,1496.67,859.79,928.23
912,2026-01-09,20,1,2126.2,4.47,3.07,7479.3,9504.11,2976.68,2024.81
913,2026-01-09,3,3,2627.6,3.66,2.53,3265.62,9617.02,2969.19,6351.4
914,2026-01-10,12,5,2340.9,1.23,0.71,936.46,2879.31,1217.27,1942.85
915,2026-01-10,11,1,2506.7,4.52,3.17,7010.25,11330.28,3384.04,4320.03
916,2026-01-11,5,4,2553.3,2.34,1.56,5854.83,5974.72,1991.57,119.89
917,2026-01-11,9,4,4590.7,2.32,1.61,7319.07,10650.42,3259.4,3331.35
918,2026-01-11,11,3,3940.9,3.6,2.52,12367.05,14187.24,4256.17,1820.19
919,2026-01-11,22,6,2252.5,0.47,0.2,274.83,1058.68,608.17,783.85
920,2026-01-12,13,1,2458.2,4.53,3.17,8497.72,11135.65,3343.15,2637.93
